,tconst,originalTitle,startYear,runtimeMinutes,genres_x,adult,overview,production_countries,production_companies_name,production_companies_country,averageRating,numVotes,directors,writers
124,tt0314390,"Moi César, 10 ans 1/2, 1m39",2003,91.0,"Comedy,Drama,Family",False,"Cesar is a young schoolboy living in Paris with his family. Their life is ordinary, but Cesar wants more excitement (which he creates, in one instance, by claiming to his teachers that his father has been arrested). During the school holidays, Cesar and his friend Sarah decide to help their mutual friend, Morgan, find his father who supposedly lives in London. Each one tells their parents that they're staying with the other two, and together they sneak out to begin their search.",['FR'],['EuropaCorp'],,6.1,1478,nm0006939,"nm0006939,nm0039903"
125,tt0315152,Ah! Si j'étais riche,2002,105.0,Comedy,False,"Between Alice, a hospital nurse and Aldo, a shampoo sales representative, things have turned sour of late. Alice blames her husband for lacking ambition and contemplates divorce.One day Aldo wins the ten million euro lotto prize. But, unwilling to share the bonanza, he keeps mum about it, all the more as he finds out Alice has an affair with Gérard, Aldo's former friend and ... new boss. However, Aldo, leading a double life, starts spending his money ...",['FR'],['TF1 International'],['FR'],5.9,1413,"nm0084580,nm0613351","nm0084580,nm0613351"
126,tt0316954,A+ Pollux,2002,90.0,"Comedy,Drama,Romance",False,"Halvard Sanz believes in the principle according to which we always meet people who really interest us twice. It’s written in the tables of how the world works, right next to the law of series and the constant speed of light. Halvard therefore believes that he’ll be able to find Pollux again. She’s the woman of his dreams, but he didn’t get the time to tell her so. Dizzy as a bee, he’ll charge head first into the plate glass window of life.",['FR'],[],,6.3,228,nm0656584,"nm1194933,nm0537646,nm0656584"
127,tt0318032,Royal Bonbon,2002,85.0,"Comedy,Drama,Fantasy",False,"A wretched man wanders the streets of Cap-Haitien, dreaming of his imaginary kingdom. He thinks he's the King Christophe, the first ruler of the New World, a former slave and liberator of Haiti in 1804. Out of town, ""King Chacha,"" as he is known, took refuge in the imposing ruins of the castle of Sans Souci along with Timothy, a street urchin he took under his wing. Here he reconstructs a junk yard where reigns absurdly.","['CA', 'FR', 'HT']","['CNC', ""Les Films de l'Isle"", 'Les Films du Requin', 'PROCIREP', 'Téléfilm Canada']",,6.9,61,nm0619882,nm0619882
128,tt0318116,Terra incognita,2002,119.0,"Comedy,Drama",False,"In Beirut, the destinies of several thirtysomethings (an architect, a tour guide, a mystic, a radio operator, and an exile returned home) collide.","['FR', 'LB']","['GH Films', 'Agat Films & Cie / Ex Nihilo']","['', 'FR']",7.1,88,nm0758242,nm0758242
129,tt0318725,Stupeur et tremblements,2003,107.0,"Comedy,Drama",False,"Amélie, a young Belgian woman, having spent her childhood in Japan, decides to return to live there and tries to integrate in the Japanese society. She is determined to be a ""real Japanese"" before her year contract runs out, though it precisely this determination that is incompatable with Japanese humility. Though she is hired for a choice position as a translator at an import/export firm, her inability to understand Japanese cultural norms results in increasingly humiliating demotions. Though Amelie secretly adulates her, her immediate supervisor takes sadistic pleasure in belittling her all along. She finally manages to break Amelie's will by making her the bathroom attendant, and is delighted when Amelie tells her the she will not renew her contract. Amelie realizes that she is finally a real Japanese when she enters the company president's office ""with fear and trembling,"" which could only be possible because her determination was broken by Miss Fubuki's systematic torture.","['JP', 'FR']",[],,7.0,4753,nm0006734,"nm0636569,nm0006734"
130,tt0318780,Un monde presque paisible,2002,94.0,"Comedy,Drama,Romance",False,"Set during the largely unexplored period immediately following World War II, the film follows a group of mostly Jewish Parisians who attempt to restart their lives and rekindle their capacity for happiness in the shadow of unspeakable horrors. Variety called it ""thoroughly charming. Sad, gentle, and funny in the best French tradition of high quality cinema."" A film by Marcelo Gomes",['FR'],['Eléfilm'],,6.6,400,nm0222545,"nm0090351,nm0222545,nm0222553"
131,tt0318806,Sexes très opposés,2002,86.0,"Comedy,Drama,Romance",False,"Ideally, a love story should last for life… But this is often not the case. Does this indicate that men and women are meant to fall in love several times over? Why do people tire of each other? What events lead to a break-up? If they could be identified, could we then eradicate them? Four stories delve, by way of personal accounts and illustration, into relationships that went astray before they should have. Men and women of different ages and social conditions recount their stories. Four couples, four break-ups, four attempts at an explanation – combined with the ambitious aim to amuse!",['FR'],[],,5.6,154,nm0039903,nm0039903
132,tt0320693,Une pure coïncidence,2002,92.0,"Comedy,Documentary",False,"A handful of student revolutionaries from the Seventies meet up 30 years later to plan a robbery. This is not entirely correct, because they are friends, anyway, and always have been. They play cards together and go to each others’ birthday parties, have wives and children and probably mortgages.  Romain Goupil’s film appears to be a throwback to the experimental days of cinema verite. Either that or it’s a home movie, shot with a video camera, to an improvised script or no script at all.",['FR'],"['Les Films du Losange', 'CNC', 'Canal+']","['FR', 'FR', 'FR']",6.8,77,nm0332647,nm0156848
133,tt0321440,Bienvenue chez les Rozes,2003,90.0,Comedy,False,"Two ex-convicts, MG and Gilbert find refuge in a charming middle-class house whose couple is about to celebrate its 20-year old marriage. Our duo has no other solution than to take this entire brood in hostage. But, contrary to all expectations, they are warmly greeted by the occupants who don't think twice before helping them, they are even ready to put their guests off, even to kill them if necessary...",['FR'],"['TF1 Films Production', 'Téléma Productions', 'TPS Star']",,6.1,1150,nm0657929,nm0657929
134,tt0322999,Ze film,2005,105.0,Comedy,False,"A poor kid nicknamed Kubrick loves movies and dreams about being an award winning director. One day, he stumbles upon a movie shoot, gets confused with a real movie maker and takes the equipment he needs to shoot his movie.",['FR'],"['Sofica EuropaCorp', 'EuropaCorp', 'The Prod', 'TF1 Films Production']","['FR', 'FR', 'FR', 'FR']",5.4,280,nm0415148,"nm0041040,nm0415148,nm0514211"
135,tt0325030,Il est plus facile pour un chameau...,2003,110.0,"Adventure,Comedy,Drama",False,"As a little girl, Federica fantasized about having beautiful long hair that would grow back as soon as she cut it, about never-ending cones of cotton candy and about countless adventures that took her to the far side of the world. Now a charming thirty-something-single woman, Federica's fantasies have evolved, adding lovers, stardom, and motherhood to her waking dreams, where Federica continues to press for her everyday life to be as real as the fantasies that invade her. Unfortunately, Federica's daydreams can only provide a meager distraction from the reality she faces. Her career as a successful playwright is heading south, her boyfriend is pressuring her to start a family, a former lover wishes to rekindle an old affair, her sister is barely talking to her, her brother is self-centered and her loving father is terminally ill. And as if to make matters worse, Federica is rich, too rich, and the guilt that consumes her because of it is pushing her over the edge.","['FR', 'IT']","['Gemini Films', 'Interlinea Films']","['FR', 'IT']",5.7,896,nm0116254,"nm0116254,nm0527852,nm0755389,nm0130691,nm0867374,nm0099802,nm0772144"
136,tt0327259,À la petite semaine,2003,100.0,"Comedy,Drama",False,"Jacques is coming home after a long stretch behind bars. The boys are waiting, especially hi longtime friend Francis and new kid on the block Didier. They have a job lined up. but Jacques wants out of the life, Francis would rather be on the stage and wannabe mobster Didier has loser written all over him. Looks like someone's heading for a fall.",['FR'],[],,6.4,413,nm0439748,"nm0140120,nm0439748"
137,tt0328890,Bienvenue au gîte,2003,105.0,"Comedy,Drama,Romance",False,"Tired of their stressful parisian lifestyle, Caroline and Bertrand decide to start a new life, running a traditional gîte in deepest Provence. It is not long before they start to question the wisdom of this move – the buldings are in a state of near-dilapidation, their friend and supposed partner Sophie has walked out on them, and they are but a stone’s throw from a far more attarctive holiday home, catering for gay men. Will this change be as good as a rest or the start of a nightmare?",['FR'],"['Invicta Filmworks Limited', 'Move Movie', 'TF1 Films Production']",,5.7,441,nm0244967,"nm1027988,nm0244967"
138,tt0328955,Chouchou,2003,105.0,Comedy,False,"Choukri, alias Chouchou, a transvestite Maghrebi with clear eyes, comes illegally to Paris to find his nephew. Hired as an assistant by a psychotherapist, known for his good mood, he also work as a waiter in a transvestite cabaret of Clichy where he meets Stanislas.",['FR'],"['Fechner Audiovisuel', 'KS2 Productions', 'Eclair num%C3%A9rique']","['', '', '']",4.7,2410,nm0021577,"nm0021577,nm0255362"
139,tt0328990,Demain on déménage,2004,110.0,"Comedy,Drama",False,"When her mother moves in, the life of a writer gets crowded.","['BE', 'FR']",['RTBF'],,5.9,488,nm0001901,"nm0001901,nm0209154"
140,tt0329388,Monsieur Ibrahim et les fleurs du Coran,2003,96.0,"Comedy,Drama",False,"Paris, 1960s. Momo, a resolute and independent Jewish teenager who lives with his father, a sullen and depressed man, in a working-class neighborhood, develops a close friendship with Monsieur Ibrahim, an elderly Muslim who owns a small grocery store.",['FR'],"['ARP Sélection', 'France 5']","['FR', 'FR']",7.3,11501,nm0243191,"nm0243191,nm0773418"
141,tt0329485,Le papillon,2002,85.0,"Adventure,Comedy,Drama",False,"An old man who has one interest in life, collecting butterflies, has his life changed by an eight year old girl.",['FR'],['Canal+'],,7.2,3269,nm0003974,nm0003974
142,tt0329706,"Un homme, un vrai",2003,117.0,"Comedy,Drama",False,"During a party somewhere in Paris, an apprentice filmmaker, Boris, and a young executive, Marilyne, play at being a loving couple when they've only just met. They end up really falling in love. Five years later, Marilyne, accompanied by Boris and their two kids, goes to Ibiza on a business trip. Just as Boris, tired of being a househusband, is about to leave her, Marilyne takes off on a lover's spree. Five years later,; Marilyne reappears in the depths of the Pyrenees as the leader of a group of American women on a ""personal growth"" tour. She learns that the man who is to introduce them to the mysteries of coqs de Bruyère mating rituals is none other than Boris. In the same way that, five years earlier, they played at being intimate when they'd only just met, Marilyne and Boris will now play at being strangers when they know each other, For the very best.","['FR', 'ES']",['Haut et Court'],['FR'],6.4,321,"nm0488623,nm0488626","nm0277230,nm0488623,nm0488626"
143,tt0330080,Le grand rôle,2004,89.0,"Comedy,Drama,Romance",False,"When a famous American film director, Rudolph Grichenberg, comes to Paris to cast a Yiddish version of 'The Merchant of Venice,' Maurice Kurtz and his friends try out for the role of Shylock. Thinking he has finally been cast in an important film role after years of obscurity, Maurice rushes home to tell his beloved wife, Perla. Later, Maurice discovers the part has gone to a famous American star, but he must play the role of his life to be sure Perla, who has become very ill with cancer, doesn't find out.",['FR'],"['La Région Île-de-France', '7IA', 'Caroline Productions', 'Egérie Productions', 'Les Films Alain Sarde', ""Les Films de l'Espoir"", 'Canal+']",,5.6,179,nm0837661,"nm0169300,nm0325515,nm0837661,nm1387648"
144,tt0336432,Filles uniques,2003,85.0,"Comedy,Drama",False,"After a shoplifter finds herself unexpectedly released on parole, she pays a call on the judge at her flat. The judge, Carole Rewinsky, does not tell Tina that her elease was only a clerical error. The two find they share things in common other than the judicial system, like a mutual interest in shoes. Carole allows Tina to crash on her chesterfield... Carole spots a pimp trolling for young girls at a café. Carole failed to put him away the last time, but now, with Tina agreeing to be the bait, she has a chance for better luck... The two find they complement one another well, like champagne and cassis. Carole needs to go to Annecy to crack a crooked casino case. Annecy happens to be Tina's home town... Written by David Carless",['FR'],"['Les Films Alain Sarde', 'Bac Films', 'Canal+']",,6.3,504,nm0427136,"nm0427136,nm0584770"
145,tt0337674,Mauvais esprit,2003,90.0,Comedy,False,"Vincent Poirel dirige une multinationale du BTP. Il a tout obtenu dans la vie sauf un enfant. Sa société est retenue pour construire un stade olympique. Le projet original apporté par son architecte est en fait celui de Simon Variot, imaginé durant ses études.",['FR'],['Pathé Distribution'],,4.6,1046,nm0018133,"nm0159318,nm0018133"
146,tt0338135,Les invasions barbares,2003,99.0,"Comedy,Crime,Drama",False,"In this belated sequel to 'The Decline of the American Empire', middle-aged Montreal college professor, Remy, learns that he is dying of liver cancer. His ex-wife, Louise, asks their estranged son, Sebastian, a successful businessman living in London, to come home. Sebastian makes the impossible happen, using his contacts and disrupting the Canadian healthcare system in every way possible to help his father fight his terminal illness to the bitter end, while reuniting some of Remy's old friends, including Pierre, Alain, Dominique, Diane, and Claude, who return to see their friend before he passes on.","['CA', 'FR']","['Astral Films', 'Société Radio-Canada', 'SODEC', 'Téléfilm Canada', 'Pyramide Productions', 'Cinémaginaire', 'CNC', 'Canal+', 'Alliance Atlantis']","['', 'CA', 'CA', 'CA', 'FR', 'CA', 'FR', 'FR', 'CA']",7.5,29841,nm0000780,nm0000780
147,tt0338828,Mais qui a tué Pamela Rose?,2003,95.0,Comedy,False,"FBI Agents Bullit and Riper investigate the murder of a young dancer called Pamela Rose, found dead in her motel room in Bornsville, a small american town. Despite their differences, they must team up: the local police is hostile and they can only count on themselves to solve the crime. They meet Ginger, Pamela's best friend, and discover soon enough she knows more than she says.",['FR'],"['Gaumont', 'KL Production', 'LGM Productions', 'TPS Star', 'Canal+', 'TF1 Films Production']","['FR', '', '', 'FR', 'FR', 'FR']",5.9,2747,nm0489309,"nm0057842,nm0580101,nm1272853"
148,tt0338977,L'esquive,2003,117.0,"Comedy,Drama,Romance",False,"A group of teenagers living in a housing project in the outskirts of Paris rehearse a scene from Marivaux's play of the same name. Krimo is determined not to take part, but after developing feelings for Lydia, he quickly assumes the main role and love interest in the play.",['FR'],"['CinéCinéma', 'Lola Films', 'Noé Productions']","['FR', 'FR', 'FR']",6.9,3218,nm0444244,"nm0444244,nm0480308"
149,tt0339028,France Boutique,2003,95.0,Comedy,False,"Francois Cluzet and Karin Viard are the couple behind a French shopping channel whose business and marriage are both drifting towards the rocks, with Nathalie Baye as a smiling Rottweiller out to steal their business by conning them into offering a duff product, the 'Fear Eliminator,' and picking up the network for pennies in the ensuing financial fallout.",['FR'],[],,5.1,468,nm0551217,"nm0551217,nm0347038"
150,tt0339279,Laisse tes mains sur mes hanches,2003,101.0,"Comedy,Romance",False,"Odile is 42 years old actress and single mother. One day her 18 year old daughter decided to leave her and start living with the boyfriend. All of a sudden alone in her empty house, the anguish takes over...",['FR'],"['France 3 Cinéma', 'Bolloré Production', 'Champs-Élysées Productions']",,5.7,624,nm0490702,nm0490702
151,tt0339323,"Lovely Rita, sainte patronne des cas désespérés",2003,77.0,Comedy,False,"Edgar Lamarck - an accountant and auditor is coming to the the shipyard on Cote d'Azur in order to check the statements. After completing his mission, he decides to relax and spend the night with the green-eyed blonde with a curvy shape who he met on a porn site. Coming to Rita, he discovers weedy brunette with a pistol in her hand, standing over a fresh corpse. It's not a girl Edgar was looking for but now it's too late to retreat...",['FR'],"['TF1 Films Production', 'Gaumont', 'Ouille Productions']",,3.8,185,nm0165448,"nm0165448,nm0499429,nm1450911"
152,tt0339525,7 ans de mariage,2003,97.0,Comedy,False,"After seven years of marriage, a couple of professional workers (he, a doctor and she, a banker) try to refresh their sex life.",['FR'],"['RF2K Productions', 'Sofica Valor 6', 'TPS Star', 'Téléma Productions', 'TF1 Films Production', 'CiBy 2000']","['', '', 'FR', '', 'FR', 'FR']",5.9,1149,nm0099828,"nm0099828,nm1271536,nm1273329"
153,tt0339553,Pas de repos pour les braves,2003,104.0,"Comedy,Drama,Romance",False,A strange man is involved in a village massacre and drug dealing.,"['AT', 'FR']","['PROCIREP', 'Les Films à Paulo', 'Amour Fou Filmproduktion', 'ORF', 'Backup Media', 'Filmfonds Wien', 'Région Aquitaine', 'Région Midi-Pyrénées', 'Département des Landes', 'CNC', 'Canal+', 'ARTE France Cinéma']",,6.1,372,nm0347492,"nm0347492,nm0896459"
154,tt0339572,Mariées mais pas trop,2003,105.0,Comedy,False,"Renée is Laurence's grandmother and she intends to show her how to make rich men fall in love with her, in order to get their life insurance's money. Both women will meet several men in the course of the movie. Even the cynical Renée will fall deeply in love again. But even after getting married, Laurence and Renée don't seem to be able to love their husband for a long time. Will they manage to get rid of their rich, loving but irritating husbands? Will their husbands survive the experience? Or will true love triumph at the end?","['FR', 'BE']",[],,4.8,207,nm0181117,"nm0181117,nm0087646,nm1274524"
155,tt0340181,Janis et John,2003,105.0,Comedy,False,"Insurance salesman tries to get money from his hippie cousin by fulfilling his dream: arraigning for John Lennon and Janis Joplin's ""second coming"".","['FR', 'ES']","['Alquimia Cinema', 'Canal+', 'Cofimage 14', 'Fidélité Productions', 'France 3 Cinéma', 'Gimages 6', 'Gimages Développement', 'La Région Île-de-France', 'Natexis Banques Populaires Images 3', 'StudioCanal']",,6.1,900,nm0996471,"nm0996471,nm0711512"
156,tt0343426,La beuze,2003,93.0,"Comedy,Crime",False,"Alphonse Brown, who firmly believes he is the bastard son of James Brown, meets up with his best friend Scotch after Brown gets out of jail. On their way to Paris to begin careers as recording artists, the pair stumbles across a potent type of marijuana that was engineered by the Nazis. Their decision to begin selling the stuff leads to a variety of people chasing after them.",['FR'],"['Pathé Renn Productions', 'Neo Productions', 'M6 Films', 'Canal+']",,4.3,1475,"nm1096212,nm1288611","nm1290937,nm1096212,nm0491230,nm1288611,nm1295147,nm0154385"
157,tt0343524,Ce jour-là,2003,105.0,"Comedy,Crime,Drama",False,"A father is scheming to have his slightly mental daughter from an earlier marriage killed by allowing a murderous psychopath to be released from the asylum and led to his house. However, the psychopath and the daughter fall for each other.",['FR'],[],,6.6,774,nm0749914,nm0749914
158,tt0344604,Après vous...,2003,110.0,"Comedy,Romance",False,"Antoine works in a bar in Paris. One evening on his way home from work, he intervenes when a man tries to commit suicide. He feels strangely guilty about having saved the man's life and constantly tries to help him, make things better. No matter what Antoine does, he can't get Louis's mind off Blanche, the woman of his dreams, his sole obsession, the reason why he wanted to die... Antoine decides to look for her, but doesn't let Louis know.",['FR'],"['La Région Île-de-France', 'Les Films Pelléas', 'Gimages', 'Gimages Développement', 'Glem Production', 'Tovo Films', 'CNC', 'Canal+', 'France 2 Cinéma']","['FR', 'FR', '', '', 'FR', '', 'FR', 'FR', 'FR']",6.4,3192,nm0759270,"nm0239586,nm0333818,nm0529642,nm0759270,nm0843483"
159,tt0347056,Les gens honnêtes vivent en France,2005,94.0,"Comedy,Drama",False,,"['BE', 'CO', 'ES', 'FR']","['DMVB Films', 'L.C.J. Editions & Productions', 'Fehrmann Productions', 'Mate Producciones S.A.', 'Cooperative Nouveau Cinema']",,4.0,45,nm0214000,"nm0214000,nm0287178"
160,tt0347678,Nos enfants chéris,2003,86.0,"Comedy,Drama",False,"30 ans, l'âge des responsabilités... Martin s'apprête à partir en vacances avec sa femme Ariane et sa fille Cerise, 4 mois... C'est alors qu'il croise Constance, son ex, son amour de jeunesse, elle-même flanquée de deux marmots. C'est décidé : on passera quelques jours ensemble, au soleil, dans la maison familiale. Comme au bon vieux temps.",['FR'],['Pyramide Productions'],,6.2,434,nm0169245,"nm0169245,nm0693844"
161,tt0348572,Le coût de la vie,2003,100.0,Comedy,False,"Une héritière qui n'arrive pas à hériter, un radin qui ne peut rien dépenser, un petit garçon qui trouve un billet dans la rue, un restaurateur prodigue qui ne fait que donner... Tels sont, entre autres, les personnages de ce film ""choral"". Pourquoi certains dépensent-ils de manière convulsive là où d'autres retiennent l'argent comme la partie la plus vitale de leur être ? On croit parler d'argent, mais c'est d'amour dont il s'agit.",['FR'],"['M6 Films', 'Gimages 6', 'Les Films des Tournelles']",,6.0,658,nm0494355,"nm0333069,nm0494355"
162,tt0348841,Je reste!,2003,102.0,"Comedy,Romance",False,"A love triangle between a businessman, his wife, and a writer.",['FR'],"['France 2 Cinéma', 'France 3 Cinéma']",,5.3,777,nm0476123,nm0703228
163,tt0349225,Le coeur des hommes,2003,100.0,"Comedy,Drama,Romance",False,"The life of four best friends in Paris: Antoine (a gym school teacher), Jeff (director of a monthly journal), Alex (Jeff's associate in the monthly journal and a Don Juan) and Manu (owner of fine food store). Their time is shared between their respective jobs, their relationship with women (their own and others...) and the times they meet together to discuss about life and play sport lottery.",['FR'],"['Bac Films', 'La Région Île-de-France', 'Canal+', 'France 2 Cinéma']","['FR', 'FR', 'FR', 'FR']",6.5,1860,nm0261181,nm0261181
164,tt0351369,Mods,2002,59.0,"Comedy,Drama,Music",False,"A college stands in the middle of verdant grounds. One day, Édouard, a student, suddenly falls sick. The college doctor is unable to diagnose the young man's illness. Anna, the college director, calls in Édouard's two brothers, professional soldiers, in the hope that they will help her discover what the mysterious illness is.",['FR'],['Elena Films'],,6.2,161,nm0102516,nm0740612
165,tt0351795,Ripoux 3,2003,105.0,"Action,Comedy,Crime",False,"Voilà dix ans que les chemins de René et de François se sont séparés. De l'époque glorieuse où, flics, ils écumaient le quartier Montmartre, il ne leur reste qu'une poignée de souvenirs, l'argent de leurs ripouseries s'étant évaporé avec le temps. Tout à une fin. Jusqu'à ce que ça recommence. René, à la limite de la clochardisation, survit avec pour domicile un bateau déglingué...",['FR'],['GBVI'],[''],5.8,1254,nm0956022,"nm0584770,nm0956022"
166,tt0352376,Gomez & Tavarès,2003,109.0,"Action,Comedy,Crime",False,Two very different cops are forced to work together...,['FR'],"['Hugo Films', 'M6 Films']",,4.6,920,nm0660707,"nm1135315,nm0660707"
167,tt0354836,Podium,2004,95.0,"Comedy,Music",False,"Bernand Fréderic is a mediocre bank executive. He's married and has a son. He used to have another profession: being French star Claude Francois. Now, with the Imitators Gala Night coming up, he must choose between his wife or the only thing that makes him happy: the applause.",['FR'],"['Fidélité Productions', 'K2 SA', 'M6 Films', 'TF1 Films Production']","['FR', '', 'FR', 'FR']",6.4,4382,nm1011749,"nm0206797,nm1011749,nm0682612"
168,tt0354855,Père et fils,2003,95.0,Comedy,False,"Léo, un vieux père de famille ancien représentant de commerce, est prêt à tout pour retrouver l'affection de ses trois fils, David, Max et Simon. Il va même jusqu'à invoquer une maladie et une intervention chirurgicale pour les convaincre de l'accompagner dans un voyage au Canada, où il tentera de refaire l'unité du clan familial. Le quatuor de Français y fera la rencontre d'une guérisseuse et de sa fille.","['CA', 'FR']","['A.J.O.Z. Films', 'Gaumont Images 2', 'Little Bear', 'Téléfilm Canada', 'Canal+', 'France 3 Cinéma', 'Max Films']",,6.6,751,nm0099378,"nm1428145,nm1431164,nm0099378,nm0253018"
169,tt0354899,La science des rêves,2006,105.0,"Comedy,Drama,Fantasy",False,A man entranced by his dreams and imagination is lovestruck with a French woman and feels he can show her his world.,"['FR', 'IT']","['Partizan Films', 'Gaumont', 'France 3 Cinéma', 'TPS Star', 'Mikado Film', 'Canal+']","['', 'FR', 'FR', 'FR', 'IT', 'FR']",7.2,70474,nm0327273,nm0327273
170,tt0354953,Les amateurs,2003,93.0,Comedy,False,"In a suburb of Paris, the clumsy efforts of two friends in their twenties to make themselves loved by two young students.",['FR'],[],,4.9,168,nm1329170,nm1329170
171,tt0356317,25 degrés en hiver,2004,90.0,"Comedy,Drama",False,An Ukranian woman enters Belgium illegally and hides in the van of a driver abandoned by his wife. He ends up helping her to find her husband who had emigrated long before. They are joined by his wacky Spanish mother and cute young daughter.,"['BE', 'FR', 'RU', 'ES']",['CTB Film Company'],,6.7,380,nm0904274,"nm1166131,nm0739549,nm0904274"
172,tt0356922,Le mystère de la chambre jaune,2003,118.0,"Comedy,Crime,Mystery",False,"Joseph Rouletabille, a reporter for a local newspaper, investigates the attempted killing of Mathilde Stangerson, who uses the yellow room of the title as her bedroom. At the time of the revolver shots her room was locked and the windows were barred, but when her father enters after having forced the door, there is no-one there except for Mathilde. So who did it and how did he get away?","['BE', 'FR']","['CinéCinéma', 'CNC', 'Canal+']",,6.3,1854,nm0687913,"nm0503693,nm0687913"
173,tt0356999,Pas sur la bouche,2003,115.0,"Comedy,Musical,Romance",False,"A musical drawing room farce set in Paris in October, 1925. Gilberte, in middle-age, flirts with men but loves her husband Georges, wishing he were more demonstrative. He's negotiating a deal with an American, Eric Thomson, who turns out to be Gilberte's first husband from an annulled and secret stateside marriage. Along with her sister Arlette, Gilberte begs Eric not to tell Georges about the marriage. Meanwhile, a young artist, Charly, pursues Gilberte while Arlette tries to match him with the young Huguette, who loves him. Will Eric play along or try to re-win Gilberte's affection? Can Gilberte play one off against another? And who will manage to kiss whom on the lips?",['FR'],"['France 2 Cinéma', 'Arena Films', 'France 3 Cinéma']",,6.4,1670,nm0720297,nm0054199
174,tt0357111,RRRrrrr!!!,2004,98.0,"Comedy,Crime,Mystery",False,"37 000 years ago, two neighboring tribes lived in peace ... not fully in peace. While the tribe clean hair flowed peaceful days by keeping to herself the secret formula shampoo, Tribe Hair Sales lamented. Its leader decided to send a spy to steal the recipe ...",['FR'],"['StudioCanal', 'Les Robins des Bois Airlines', 'TF1 Films Production', 'Chez Wam']","['FR', '', 'FR', 'FR']",5.8,14733,nm0149260,"nm0058713,nm0149260,nm0283997,nm0553237,nm0746162"
175,tt0362084,Atomik Circus - Le retour de James Bataille,2004,92.0,"Adventure,Comedy,Horror",False,"James Bataille is in love. He attempts to stage an elaborate motorcycle stunt to impress the girl, but when it goes sour, he ends up in prison with a 133-year sentence. Bataille escapes from behind bars to make an appointment to fix the car of music biz tycoon, as well as watch the love of his life take part in the town's annual talent show.","['BE', 'FR']",['MMC Independent'],,5.3,1488,"nm0688489,nm0688490","nm1406441,nm1136191,nm0688489,nm0688490,nm0851759"
176,tt0363144,Travail d'arabe,2003,88.0,Comedy,False,"Vowing to get back on the right track, a petty delinquent gets a real job, but quickly discovers that his new employers are not very scrupulous.",['FR'],['Pan-Européenne'],,6.9,138,nm0679925,"nm1385283,nm0679925"
177,tt0364109,Vénus et Fleur,2004,76.0,"Comedy,Drama",False,"Fleur, a shy young Parisian in Marseilles, meets Vénus, a flamboyant but lost Russian girl. They have nothing in common, save for their wish to meet the ideal boy.",['FR'],"['Moby Dick Films', 'Les Films Pelléas']",,6.2,481,nm0609981,nm0609981
178,tt0364517,Jeux d'enfants,2003,93.0,"Comedy,Drama,Romance",False,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.","['BE', 'FR', 'US']","['StudioCanal', 'Nord-Ouest Films', 'M6 Films', 'France 2 Cinéma', 'Artémis Productions', 'Canal+', 'Paramount Vantage', 'Playtime']","['FR', 'FR', 'FR', 'FR', 'BE', 'FR', 'US', 'FR']",7.5,71921,nm1077168,nm1077168
179,tt0368566,Albert est méchant,2004,85.0,Comedy,False,"Patrick Lechat learns that his father, the famous writer Jo Lechat, whom he never knew, has just died leaving a colossal fortune. ""Good thing!"" Patrick Lechat and his family are currently in a very bad situation.",['FR'],"['Gaumont', 'Hop-La Productions']",,4.4,417,nm0658836,"nm15150416,nm0658836"
180,tt0368668,Les Dalton,2004,86.0,"Comedy,Western",False,"Joe and Averell are the eldest and youngest of the four Dalton brothers, the worst outlaws in Wild West history...","['ES', 'FR', 'DE']",['Union Générale Cinématographique (UGC)'],['FR'],3.2,3654,nm0372072,"nm0066080,nm0371890,nm0431956,nm0606328"
181,tt0371342,Le Furet,2003,88.0,"Comedy,Crime,Drama",False,"From his locksmith's shop, a simple guy dreams of becoming a crime boss, at the wheel of his Cadillac surrounded by blonde bimbos. He starts small, assassinating petty criminals. Gaining renown in the newspapers as ""Le Furet"" (The Ferret), he soon sets his sights higher. The police and organized crime both take up the chase.",['FR'],[],,4.9,172,nm0006620,"nm6664830,nm0006620"
182,tt0371552,Astérix et les Vikings,2006,78.0,"Adventure,Animation,Comedy",False,"Asterix and Obelix have been given a tough mission: Transform the chief's lazy nephew Justforkix into a warrior. When the Vikings abduct him and bring him back to their homeland, Asterix and Obelix must travel to Norway to rescue Justforkix.","['DK', 'FR']","['M6 Studio', 'M6', 'A. Film Production', 'TPS Star']","['FR', 'FR', 'DK', 'FR']",6.0,12516,"nm0280745,nm0597026","nm0331453,nm0879853,nm1081315,nm0280745,nm0493857"
183,tt0371907,Qui perd gagne!,2003,92.0,"Comedy,Mystery",False,"Serge Vaudier, a mathematics teacher, wins the lotto twice and claims he can do it again, thanks to an infallible system he has designed. Is a he genius or a con man? Angèle, the head of the the government's bureau, is determined to entrap him. She asks her secret lover, Jacques Loriot, an expert player in the casinos, for help.",['FR'],"['Gaumont', 'Magouric Productions', 'M6 Films', 'Canal+']",,5.6,394,nm0126878,"nm0126878,nm0956457,nm1429801"
